,word,slice_1800,slice_1840,slice_1880,slice_1920,slice_1960,slice_2000
4441,pace,1153,3288,3609,4246,5569,1554
4442,hobble,79,223,357,406,462,163
4443,cheese,186,661,979,1424,2665,1687
4444,emboss,44,110,67,109,122,49
4445,awaken,1316,3122,2548,1808,1585,389
4446,slaughter,445,941,1029,1188,1275,341
4447,absence,1479,4120,4299,3273,3030,732
4448,sever,311,662,564,484,588,196
4449,smoke,1249,4883,7331,9220,9171,3167
4450,outlet,132,621,614,971,958,351
4451,propose,2708,8117,7873,10117,8278,1303
4452,youthful,1028,1809,1401,1018,931,247
4453,waste,1589,4752,6364,6122,7336,1943
4454,capitulation,78,122,99,138,83,34
4455,intricate,155,388,479,818,770,237
4456,tiresome,79,286,454,381,253,51
4457,humiliation,253,641,865,645,738,193
4458,murderer,676,1513,1257,1646,1460,301
4459,plenty,508,2494,4312,6205,4401,1623
4460,inactive,101,202,123,234,158,51
4461,mob,325,1546,1756,2297,1698,374
4462,inclined,577,1825,1867,1456,809,173
4463,uproot,36,129,158,219,215,70
4464,contaminate,45,102,100,190,644,186
4465,statement,1294,4571,8826,14957,9741,1590
4466,enthusiastic,310,1047,1382,1381,1205,226
4467,flaw,50,225,321,479,1071,354
4468,reaction,118,731,1756,5292,5817,1284
4469,dumpling,30,73,74,136,177,48
4470,solemnity,436,787,530,301,164,32
4471,preeminent,27,84,73,36,99,41
4472,counter,232,1106,2034,4398,5450,1924
4473,fireside,187,604,450,272,100,34
4474,akin,71,439,584,463,424,163
4475,shape,1552,6390,7075,8341,11620,4183
4476,drama,401,1227,1987,2158,2570,852
4477,attract,1050,3437,4094,3106,4208,1301
4478,womanhood,60,666,832,279,177,62
4479,cloud,2875,8496,7822,6589,6811,2136
4480,loiter,124,411,402,230,136,46
4481,hanger,36,105,128,266,431,141
4482,assortment,40,144,191,405,513,152
4483,gain,3516,9479,10404,9202,9483,2411
4484,sting,294,945,1003,844,1044,400
4485,placard,32,164,193,328,292,54
4486,thoughtless,248,550,418,182,122,36
4487,cease,2174,6764,6983,5064,3032,504
4488,maker,590,1797,2151,2507,3070,910
4489,kernel,61,201,233,234,194,94
4490,incarnation,26,224,273,188,399,109
4491,history,6372,17571,17495,15598,19908,6309
4492,arithmetic,229,405,417,466,359,64
4493,interest,8381,23773,30271,28709,23303,4746
4494,lore,200,458,692,349,321,103
4495,adversity,250,397,218,163,178,69
4496,stilt,27,72,76,132,159,62
4497,usual,2466,7446,8030,7950,6785,2014
4498,blacken,162,598,556,575,556,164
4499,assail,545,1236,788,661,383,52
4500,ration,76,468,831,2364,1069,141
4501,gladiator,57,188,127,243,122,76
4502,essay,739,1928,2135,1257,1819,634
4503,jargon,70,153,146,234,353,51
4504,paternal,273,653,449,312,224,104
4505,weak,1624,5744,6341,5020,4797,1244
4506,uppermost,106,339,391,208,130,29
4507,country,19167,41684,46005,49481,42420,10213
4508,beacon,113,402,420,501,542,189
4509,phenomenon,417,2137,2279,2155,2575,629
4510,grind,164,828,1300,1626,1635,539
4511,disclosure,287,408,425,573,983,169
4512,subside,391,1068,718,817,822,197
4513,damage,193,1199,2388,4582,6316,1996
4514,fluid,175,865,715,1022,1427,533
4515,overtake,424,1187,1432,847,575,147
4516,stunning,55,148,178,274,760,401
4517,critical,523,1481,2448,3079,4609,1546
4518,ape,107,293,679,1151,900,354
4519,super,49,132,287,1148,2066,970
4520,large,8490,33109,40446,42781,40639,11737
4521,blow,2956,9130,11288,13140,11670,3804
4522,cohesion,40,91,126,153,195,37
4523,moat,41,132,177,280,200,56
4524,tangle,95,492,1107,1369,1358,498
4525,land,7885,23722,29438,26649,24190,6349
4526,cabin,742,3827,5859,6215,3823,1099
4527,lard,77,184,211,354,249,55
4528,heroic,373,1471,1622,1162,1023,263
4529,ferment,108,250,332,370,287,55
4530,treaty,1864,3351,4149,6799,3247,474
4531,development,514,4302,8587,12203,14089,3492
4532,contour,45,203,417,378,592,149
4533,flap,138,484,819,1150,1639,499
4534,drowsy,100,342,401,347,263,56
4535,perpetrator,57,143,102,77,189,99
4536,mutton,145,430,343,365,187,39
4537,safeguard,91,366,764,1276,845,154
4538,stride,358,1268,2076,2746,2590,954
4539,commodity,436,1149,1009,2587,1832,354
4540,salutation,283,616,358,172,110,27
4541,hoof,68,242,507,666,657,231
4542,chestnut,113,729,640,648,466,235
4543,withstand,223,575,561,567,545,169
4544,endow,442,1301,1029,725,544,115
4545,earthy,33,186,106,189,204,104
4546,hapless,152,336,223,122,224,97
4547,perversion,92,291,232,173,206,26
4548,taboo,31,103,128,491,469,100
4549,troublesome,230,676,628,469,457,84
4550,arrow,723,2060,2034,1742,1963,528
4551,wreck,577,1916,2582,2564,1538,468
4552,dabble,30,128,128,150,181,61
4553,anatomy,251,328,540,435,483,135
4554,consent,2100,5109,4574,2655,1638,314
4555,unsatisfactory,105,428,531,519,290,36
4556,assistant,282,1186,2539,5564,5899,1659
4557,docile,64,212,217,230,234,52
4558,namesake,45,160,106,111,117,91
4559,silken,192,632,637,448,255,83
4560,area,243,1134,3411,15625,28637,7814
4561,calculation,477,1116,979,1133,1247,309
4562,spotless,139,395,294,227,191,75
4563,constellation,84,225,216,313,514,171
4564,document,647,1725,2307,3194,4699,1730
4565,adjacent,225,500,606,734,923,314
4566,failure,638,3134,5535,6321,6407,1447
4567,tariff,405,1072,3791,3531,1114,84
4568,belligerent,149,499,598,742,259,47
4569,translator,95,161,169,158,446,149
4570,donor,28,152,240,348,862,399
4571,hay,188,1076,2360,2005,1536,318
4572,tenet,121,189,198,211,241,144
4573,famine,292,665,783,776,567,146
4574,place,21366,64064,74657,68423,63891,20061
4575,apply,2794,7097,7252,8806,8171,2094
4576,chapter,3270,15487,16457,7447,5264,2119
4577,crusade,78,333,360,985,987,169
4578,agonize,49,93,69,96,163,58
4579,worker,48,876,3597,13920,13070,2975
4580,inscrutable,81,242,322,276,171,41
4581,clot,40,90,110,289,412,181
4582,stow,110,395,479,490,345,135
4583,bankruptcy,136,296,348,817,952,425
4584,delighted,514,1642,1943,1608,1266,214
4585,restrict,208,733,1061,1781,1936,416
4586,beam,1658,2937,2049,3192,3127,1034
4587,stately,356,1768,1434,565,473,142
4588,firmness,636,908,588,350,254,34
4589,flour,529,1496,1216,1741,1397,699
4590,dream,3152,11610,14292,11242,14957,5057
4591,waken,123,468,595,614,232,34
4592,furnished,67,275,285,263,197,48
4593,homicide,45,145,167,303,777,397
4594,reserve,1245,3474,4342,8148,5420,1268
4595,infantry,256,1231,1263,1387,650,298
4596,envelop,266,873,716,600,472,163
4597,ensemble,26,65,94,146,419,241
4598,court,7095,13760,18291,26043,24495,5214
4599,anthem,87,274,167,327,295,97
4600,grade,135,1008,2528,3966,4669,2301
4601,away,10561,43124,62135,62601,61778,19818
4602,assassinate,73,165,157,248,428,116
4603,torrid,51,164,96,93,74,49
4604,tobacco,691,1468,2785,3163,2554,662
4605,diffusion,175,414,284,332,199,34
4606,health,2118,5986,6390,7878,14918,5906
4607,implore,340,928,718,349,261,75
4608,retribution,210,559,274,129,230,119
4609,modify,338,1356,1605,1702,1562,502
4610,brim,139,567,727,816,775,314
4611,wallow,39,112,165,335,289,77
4612,temporarily,59,481,895,1541,1287,332
4613,sinful,201,697,449,315,272,66
4614,ambiguity,53,76,87,175,538,144
4615,incredulous,101,281,348,371,363,74
4616,crime,2338,5813,5806,5417,8180,2640
4617,fillet,121,125,168,42,179,153
4618,trigger,79,249,357,904,2205,1025
4619,record,1855,6120,9496,18258,18909,5362
4620,world,13229,41248,52808,68483,65776,20735
4621,selfishness,346,1102,981,343,210,48
4622,unity,323,2015,1814,2852,2165,225
4623,gentile,35,170,361,284,288,40
4624,uncommon,600,996,761,461,548,188
4625,grizzly,27,222,383,240,460,134
4626,feeble,1125,2756,1895,1110,597,131
4627,strenuous,126,286,760,526,318,62
4628,famed,41,74,45,1671,361,115
4629,frequency,75,266,358,1659,1592,463
4630,genius,2515,6189,4506,3124,2224,651
4631,leather,311,1161,1719,3266,3982,1909
4632,punishment,1593,3269,2832,2001,2256,742
4633,stucco,32,65,86,208,318,94
4634,relationship,158,500,1287,4440,9657,3527
4635,innkeeper,31,70,98,208,185,41
4636,novelty,420,1012,954,759,565,159
4637,impatient,717,1692,1703,1381,1245,314
4638,frail,343,880,781,839,825,159
4639,interrupt,1580,3488,4410,3946,3411,867
4640,communication,1187,2702,2887,3703,4524,1157
4641,sunset,389,1805,2116,1324,1406,655
4642,precedent,249,852,1079,1178,971,184
4643,barrack,80,247,484,779,531,98
4644,discrepancy,66,205,208,283,379,98
4645,voracious,27,64,61,78,124,47
4646,skill,1599,4412,3820,3344,5552,2223
4647,veritable,45,337,614,413,256,71
4648,corroborate,87,219,255,228,155,54
4649,sectarian,80,320,188,121,156,78
4650,czar,27,222,818,722,318,94
4651,honest,1900,5579,6458,4959,3330,920
4652,view,8609,20381,21588,20656,22541,5811
4653,superstition,559,1366,1111,779,472,100
4654,gift,1491,5022,6106,5167,6363,2368
4655,cholera,110,288,347,197,194,56
4656,shortness,30,89,97,71,74,36
4657,pronounce,1403,2940,2108,1731,1516,407
4658,esteem,1186,2166,1297,601,780,239
4659,paragraph,297,1098,1272,1382,942,219
4660,piazza,113,937,843,254,629,80
4661,apartment,2027,3834,3341,6204,10196,3183
4662,unaffected,188,295,285,202,256,55
4663,fickle,121,274,244,127,146,63
4664,cart,257,1253,1788,1716,2198,849
4665,exhilaration,36,135,212,186,195,47
4666,sheet,632,2445,3329,5029,5433,1966
4667,undergrowth,35,184,202,214,164,61
4668,monastic,51,186,251,116,162,45
4669,boyhood,234,770,932,642,424,111
4670,encounter,1356,3387,3046,2830,3914,1299
4671,ragged,139,635,670,740,596,216
4672,observer,593,1528,2082,3361,3665,693
4673,participation,168,354,504,1459,1929,600
4674,expose,1831,4106,3031,2953,4049,1292
4675,happily,557,1332,1662,2140,1845,603
4676,disband,55,188,179,186,182,46
4677,landlady,124,443,436,459,310,55
4678,labyrinth,145,301,262,174,223,154
4679,scarce,1118,2149,1543,1091,819,191
4680,jot,61,189,268,326,282,123
4681,skilled,110,414,916,1306,1222,429
4682,disguise,889,1772,1834,1092,1529,412
4683,ample,853,2053,1603,1447,931,251
4684,camel,143,411,572,964,1080,186
4685,elementary,300,513,890,1095,1485,622
4686,undress,60,259,340,531,711,134
4687,assent,679,1849,1969,789,325,54
4688,recall,858,3300,5665,6503,8304,2659
4689,noisy,267,867,1033,1130,1067,328
4690,bow,2392,7923,8930,7368,5471,1614
4691,doodle,41,129,116,254,224,67
4692,resentful,30,80,256,438,283,62
4693,blunder,218,964,1329,809,532,116
4694,swift,526,2025,3900,3141,1563,501
4695,prostitution,26,79,134,199,284,106
4696,troop,1995,5448,6779,8117,6984,1892
4697,incentive,84,265,512,770,1606,475
4698,retainer,59,235,240,260,241,67
4699,concerted,39,83,165,262,158,57
4700,signer,28,76,99,256,106,75
4701,margin,279,815,1010,2180,1875,544
4702,drop,2589,9926,16619,20171,20111,6675
4703,framer,113,232,204,129,107,31
4704,single,3857,10783,10762,12686,15075,5173
4705,coronation,32,176,255,343,208,38
4706,prosperity,1158,2779,2670,2674,1150,288
4707,imply,734,2328,2347,2853,2892,562
4708,lightning,801,2261,2020,1867,1743,642
4709,pursue,3264,6038,4149,2715,3459,1139
4710,hash,30,217,136,192,326,77
4711,augment,320,657,396,450,402,94
4712,attend,3498,7235,6969,6659,6743,2241
4713,chime,94,519,486,461,582,230
4714,manifestation,301,1156,1079,835,652,139
4715,miscreant,83,201,135,43,44,27
4716,label,42,301,732,1660,3620,1341
4717,originate,453,1493,1075,1213,996,218
4718,rain,1283,5088,6837,8969,9504,2998
4719,diploma,33,173,218,307,480,105
4720,lace,241,1508,1963,2108,1824,640
4721,shield,653,1846,1691,1582,2271,789
4722,crave,260,706,753,460,486,290
4723,sob,447,1913,2946,2328,1492,425
4724,crown,2195,6059,4663,3318,3123,741
4725,sudden,2226,7012,9318,7850,6094,1561
4726,temperate,216,503,484,471,238,53
4727,culinary,44,176,110,101,253,175
4728,nightfall,57,370,461,399,353,111
4729,venison,122,372,248,192,137,60
4730,scourge,219,544,350,250,230,56
4731,paddle,175,935,1006,1054,806,331
4732,trace,2111,5416,5546,4318,4800,1394
4733,import,1043,2151,2365,4135,4100,715
4734,infallible,136,415,322,265,145,28
4735,infinite,718,2440,2134,1315,893,202
4736,clergyman,536,1894,1545,888,550,56
4737,tiger,270,1003,1119,1912,1678,682
4738,vow,805,1711,1434,818,1577,543
4739,spacious,296,729,584,491,479,182
4740,steal,1525,5403,6800,5636,6035,2121
4741,poison,768,1698,2132,2558,2386,543
4742,fray,161,274,477,393,485,172
4743,intimidate,128,215,199,339,781,358
4744,glimpse,478,1923,2692,2206,2247,921
4745,audacity,133,493,508,241,171,56
4746,puff,262,1011,1307,1855,1782,493
4747,roughly,93,498,1111,1783,2536,840
4748,transparency,66,183,130,98,180,108
4749,tip,193,1195,2585,4747,5545,2607
4750,screen,220,803,1444,4599,8367,3333
4751,perspective,262,330,609,777,2664,1107
4752,rustic,288,842,573,333,300,163
4753,mimic,104,282,271,326,564,247
4754,candle,443,2058,2702,2903,2309,813
4755,prosper,197,563,833,575,1230,151
4756,dart,657,2312,1720,1661,1574,514
4757,moral,5026,12760,8987,6458,6178,1162
4758,scrub,52,234,633,1010,1231,465
4759,bigotry,103,300,183,128,167,50
4760,shred,70,208,363,495,756,392
4761,governess,47,413,486,322,124,42
4762,hopeless,570,1802,2011,1575,994,230
4763,band,1559,4229,5216,5641,6381,2592
4764,anterior,81,247,146,372,109,47
4765,boar,52,259,256,336,271,169
4766,mature,480,1404,1356,1534,1589,528
4767,trifle,669,1829,2582,1487,499,81
4768,cling,753,2979,3785,3287,2389,697
4769,dub,123,141,247,370,748,302
4770,hate,1354,4524,7137,9612,9703,3145
4771,yolk,101,181,110,156,297,106
4772,tenement,130,507,1379,664,393,120
4773,warmth,550,1686,1547,1982,2174,655
4774,alive,1175,3285,4719,6094,6969,2197
4775,insolvent,104,89,77,72,55,28
4776,grab,30,164,1169,3704,7159,3439
4777,cleanse,118,289,299,243,329,109
4778,lynx,47,109,104,68,101,49
4779,strengthen,756,2314,2131,2239,2000,522
4780,sell,1813,7498,11154,18131,19872,5870
4781,imagine,2119,5400,6656,6902,10554,4108
4782,digestion,66,368,451,363,205,36
4783,dresser,40,165,501,788,746,386
4784,aloof,139,467,502,577,364,64
4785,steam,693,2367,3513,4086,3671,916
4786,manager,289,1261,3389,6310,8232,2804
4787,lisp,85,183,152,86,102,30
4788,snow,1320,6937,8247,8524,8320,2658
4789,bloodthirsty,27,104,136,127,111,36
4790,lick,140,562,1091,1931,1913,722
4791,cleft,97,295,507,275,223,79
4792,estrange,57,137,113,81,91,34
4793,male,387,1467,2375,3484,7001,2530
4794,muslin,103,978,425,292,128,45
4795,scratch,203,794,1630,2600,2881,1072
4796,wench,71,169,185,272,206,49
4797,botch,94,74,35,54,151,54
4798,steady,703,2742,3953,4729,4159,1311
4799,prudent,581,1179,831,387,572,115
4800,motion,2341,7150,5826,7700,6638,1892
4801,scalp,291,789,685,807,717,333
4802,mechanic,427,1272,866,1634,1515,335
4803,meanness,110,445,297,158,166,36
4804,furnace,149,1048,972,1215,678,161
4805,profit,1512,4097,5670,9178,7103,1561
4806,enduring,79,224,234,163,140,64
4807,appendage,122,311,161,112,178,74
4808,feel,13565,44536,56268,65757,77685,24309
4809,islander,83,261,178,280,200,61
4810,ordinance,425,957,850,543,536,136
4811,saloon,97,934,2469,1667,556,154
4812,dissertation,113,139,135,137,210,113
4813,body,7908,21967,24252,26874,31179,11737
4814,confidential,253,754,830,834,680,158
4815,snag,27,88,436,314,519,276
4816,majority,1534,4847,6395,7463,7073,1411
4817,suffrage,225,1081,2624,511,178,41
4818,imposition,178,362,264,253,296,41
4819,partake,478,815,443,225,171,48
4820,dissolution,283,700,472,422,331,39
4821,obstacle,762,1904,1645,1635,1441,436
4822,rupture,90,282,259,282,343,119
4823,likelihood,30,130,278,528,690,234
4824,mutilate,44,173,164,154,212,47
4825,definitive,30,45,79,157,439,174
4826,buyer,46,249,768,1966,2287,602
4827,manners,53,93,81,59,56,40
4828,earnest,1156,5417,4018,1751,1093,271
4829,drug,141,532,1624,2744,10873,4709
4830,bourbon,42,307,209,468,715,186
4831,oar,389,1415,1343,883,531,135
4832,metal,672,1877,2876,6589,6596,2516
4833,choir,109,490,962,816,791,235
4834,boyish,129,552,928,600,429,116
4835,antiquity,546,1231,811,398,319,90
4836,membership,30,267,914,2564,2150,418
4837,speck,128,441,627,552,470,198
4838,infringe,96,154,113,152,133,26
4839,carnal,81,157,161,82,143,36
4840,inanimate,121,277,241,189,169,29
4841,speculation,913,2231,1750,1918,1658,323
4842,jog,71,211,311,348,709,275
4843,parlor,254,3308,2719,2476,1624,438
4844,curious,1135,4504,5861,4641,3482,857
4845,senseless,252,565,532,390,386,94
4846,rub,434,1798,2607,3549,4149,1605
4847,natural,5170,14085,13471,10638,10846,3457
4848,wire,98,1131,3894,6247,5085,1620
4849,soul,8040,23276,18816,8747,6926,2318
4850,anticipate,1127,2547,1755,2026,2397,702
4851,dividend,126,451,1050,2923,1014,220
4852,acknowledgement,62,46,41,43,101,31
4853,immortality,388,955,736,375,353,77
4854,interested,864,3007,6369,8349,7132,1827
4855,passenger,557,2653,4024,5285,5239,1507
4856,predatory,37,83,130,246,206,73
4857,joyless,34,78,54,35,65,26
4858,receiver,62,329,975,1697,1838,684
4859,assailant,282,628,525,255,254,82
4860,package,95,943,1612,2516,4421,1413
4861,contemplation,559,1023,667,448,300,85
4862,translate,474,1115,1388,1640,2244,635
4863,froth,65,182,244,238,251,67
4864,outdo,53,164,213,296,232,59
4865,journalist,47,334,555,992,2604,855
4866,protector,341,870,539,333,420,137
4867,elderly,109,598,885,1416,2159,574
4868,secret,3115,8925,9694,10028,10371,3270
4869,vicious,310,800,1088,1104,1082,266
4870,furlough,27,116,121,206,127,34
4871,literal,185,521,414,386,520,134
4872,hoist,136,573,591,875,753,255
4873,incongruous,64,207,302,250,249,64
4874,vouch,71,142,202,166,136,39
4875,smite,324,840,744,320,224,81
4876,courtyard,33,105,464,837,1319,486
4877,intervene,251,858,1005,1259,1224,247
4878,education,3611,7749,9991,10171,13619,4200
4879,bustle,425,917,698,688,550,188
4880,excel,311,713,572,279,373,240
4881,high,11961,36212,42480,54564,58982,20130
4882,heroism,145,556,575,338,265,77
4883,industry,1818,4299,6291,18561,15140,3365
4884,rigorous,106,258,268,294,485,166
4885,summon,1108,3183,3218,2686,2178,625
4886,liberate,109,360,327,657,677,184
4887,delude,120,320,168,143,179,31
4888,muzzle,93,450,593,702,574,144
4889,early,5258,17911,24134,25565,31028,8817
4890,dishonor,202,841,439,193,156,39
4891,converse,928,1919,1358,576,1067,123
4892,preference,470,1154,1238,1417,1916,395
4893,yoke,274,666,543,460,240,67
4894,dick,458,4759,6824,4363,2462,826
4895,cinnamon,60,154,151,167,358,344
4896,hoe,106,522,517,619,339,128
4897,palatable,43,155,105,164,174,41
4898,conceivable,55,450,630,587,469,59
4899,observation,2513,5040,4134,3332,3127,827
4900,moist,146,626,777,752,837,292
4901,case,10421,28284,38679,41491,38673,9456
4902,bathing,30,165,252,500,501,127
4903,tenacity,55,314,242,189,154,66
4904,protrude,91,263,336,465,542,186
4905,lid,342,1032,1162,1517,1614,628
4906,discuss,726,3055,5659,9370,9123,2090
4907,tuck,70,627,1208,1775,2223,1222
4908,drift,278,2444,4059,4261,4473,1383
4909,pretend,1256,2729,3251,3625,4184,1485
4910,festivity,154,401,435,297,311,108
4911,rite,359,1177,920,721,823,241
4912,dictate,785,1357,1293,1521,1341,347
4913,mechanics,88,70,52,89,79,64
4914,joyful,263,757,563,273,289,118
4915,climax,69,323,952,1200,763,137
4916,elude,269,463,447,436,567,165
4917,landscape,504,2225,2199,1615,2857,1271
4918,unfounded,127,245,180,172,162,48
4919,tropical,93,688,862,1327,1201,372
4920,purpose,8343,19557,19169,15833,10271,2187
4921,philanthropy,155,478,439,200,140,107
4922,girlish,69,456,581,282,217,59
4923,wind,3962,12806,15562,15309,15278,5170
4924,turban,89,270,292,258,224,71
4925,vagrant,65,269,325,198,165,49
4926,brood,340,1586,1237,1188,905,223
4927,conducive,97,193,171,219,200,54
4928,garnish,95,522,156,102,253,300
4929,stick,1071,3984,6840,10673,11868,4440
4930,juror,81,413,353,769,839,220
4931,thoughtful,385,1690,1845,1440,1108,311
4932,flat,550,2284,4420,6944,7507,2492
4933,skin,1333,4209,4791,6506,10218,5049
4934,breakfast,813,4599,5742,5561,4770,1559
4935,saw,191,838,1023,1212,1246,349
4936,pack,477,2282,4075,6427,7851,3290
4937,thwart,190,526,510,587,539,139
4938,favorite,1006,3917,3229,3859,5358,2963
4939,predicament,97,182,327,394,401,107
4940,press,3388,9368,10769,19140,21632,5300
4941,unit,38,325,1567,7179,8783,2317
4942,hone,31,71,83,180,384,168
4943,vicinity,678,1731,1335,936,578,128
4944,eminent,861,2150,1502,973,492,90
4945,petty,348,1095,1349,1070,979,284
4946,mining,51,594,1479,1774,1484,373
4947,jostle,53,232,284,302,384,130
4948,beard,430,1648,2045,2694,2870,715
4949,news,1230,4778,8433,14970,16431,5705
4950,jungle,26,369,935,1942,2354,524
4951,inferior,1165,2475,1653,1139,851,137
4952,lawless,295,414,413,225,124,36
4953,scandalous,53,240,308,242,195,80
4954,pertinent,53,198,340,485,364,71
4955,seriousness,154,311,680,630,608,135
4956,martial,451,947,869,941,826,218
4957,coy,29,117,175,208,234,90
4958,stationary,191,343,312,338,328,92
4959,choice,1442,4066,4730,5507,10423,3673
4960,persist,349,1351,1784,1925,1762,365
4961,civility,241,397,249,89,138,61
4962,crawl,241,931,1923,2879,3168,1141
4963,ultimate,369,1289,1604,2428,2572,687
4964,clammy,29,112,80,142,190,75
4965,tranquil,401,901,544,379,276,82
4966,expanse,147,505,576,538,596,201
4967,vision,1454,4421,5508,4114,6497,2168
4968,small,7623,26514,34355,47623,49847,15761
4969,heaviness,43,102,131,151,122,30
